artist,song,comment,MIDI / PDF,lyrics
Claudia de Breij,Hoeveel Ik Van Je Hou,,,"If there are storms blowing in your head
And nobody does what it is you promised
I love you believe it until you
How much I love you
If it is night and the air draws close
Let me see you in full light
If I kiss the tears from your face
How much I love you
I know you can not believe
That there is an end to the pain
But as a flame but could not extinguish
I'm there, and I will always be there
If you think no one really knows you
And you never get used to this world
I hold you until you recognize
How much I love you
I know you can not believe
That there is an end to the pain
But as a flame but could not extinguish
I'm there, and I will always be there
I dry all your tears, all the blood and sweat
And I make you forget your pain
Because I hold you until you know
How much I love you
How much I love you"
Ilse de Lange,Alles komt in orde,,,
Davina Michelle,Duurt te lang,?,,"[Verse 1]
We could talk about anything, everything
But everything was about love, we forgot everything
In a letter, a text message, a song I wrote
I will do anything for you and for your love I live
And the love I received, and often about degree
You could of life to leave me the thresholds
You saw those girls hate because I had my superhero
You had your friends just often told me about
Now we gaze together to the table with mouths shut
Cans speak naturally in our face
I've done most of all
But I go too long in this tunnel, and I see no light
So close your eyes for our last set
And think back to the little house with the little bed
Shit ... but the pain is back tomorrow
We stand for hours at the station the train ride back

[Chorus]
It takes too long
We are here for a while
And we must excuse me through so for the last time
It takes too long
It takes too long
We stand still
What do you want, what I want
It takes too long

[Verse 2]
Two silent people at the table it is not a face
I can not walked that route with my eyes closed
You know exactly what I'm going to say, 'k know you too
And in the end tell me how many I love you
And then hit the door again and again breaks a glass
Then again there is a tear, and I pick up my bag again
And then .. I love you again firmly
And put my clothes back in the closet
So I hold you for a while because you still remember how angry you were
But the pain remains seated so it does not help
So probably it is the same song again tomorrow
The text is the same in the same beat
A kind of gold paint on a block grief
Conflicts are normal but it should not stifle us
My tears do not fall so I let the song sobbing

[Chorus]
It takes too long
We are here for a while
And we must excuse me through so for the last time
It takes too long
It takes too long
(We stop)
(What do you want, what I want)
It takes too long"
Maan de Steenwinkel,Hij is van mij,,,"Lyrics Kris Kross Amsterdam, Moon & Tabitha - ""It To Me"" ft. Bizzey

[Verse 1: Moon]
For the first time in my life
Can someone give me everything
I feel safer with him
Yes, he has everything I'm looking for
I love him extra close to me
For all those girls looking
But he gives me no doubt

[Pre-Chorus: Tabitha, Moon]
What I want to understand you are not with him
Do not waste your time no longer please
You're confused, he's with me
That's not what he told me

[Chorus: Moon & Tabitha, Tabitha Moon]
He's mine
He says I'm all for him
I know him all the best
He thinks of me anytime
He's mine
No matter what you think of me
Girl, do not you know that ""he is waiting for me?
I do it the best every night
He's mine

[Verse 2: Moon & Tabitha]
He is for me
No other has the
How does he feel me no one better
He takes me over, know better
He has my heart, I say it every day
I say it every day

[Pre-Chorus: Tabitha, Moon]
What I want to understand you are not with him
Do not waste your time no longer please
You're confused, he's with me
That's not what he told me

[Chorus: Moon & Tabitha, Tabitha, Moon, Bizzey]
He's mine
He says I'm all for him
I know him all the best
He thinks of me anytime
He's mine
No matter what you think of me
Girl, do not you know that ""he is waiting for me?
I do it the best every night (Uh, uh, ey, ey, Bizzey)
He's mine

[Verse 3: Bizzey]
Ey, you whining on my mind, Mom
Look me in the eyes
If you do not believe me, mama (Ey, ey, ey)
What does all this mean?
I find it hard to say how it feels
That nothing else is what I miss, no
protect you, that's my goal
Courtois on that bitch, I miss nothing
I like makeup sex, but this is going too far, uh
We do not need to go there (Ooh)
You do not Want to go there

[Bridge: Tabitha Moon]
Moon he's mine, oh
Not yours but mine, oh
Tabitha he's mine, oh
Just mine

[Chorus: Moon & Tabitha, Tabitha Moon]
Just mine
He says I'm all for him
I know him well (he's mine)
He thinks of me anytime
He's mine
No matter what you think of me
Girl, do not you know that ""he is waiting for me?
I do it the best every night
He's mine

[Outro: Moon, Tabitha, Moon & Tabitha]
Only, only me, oh
He's mine
He's mine
I do it the best every night
He's mine"
Tino Martin,Zij weet het,,,
Rob de Nijs,Banger Hart,,,"[Fresh]
Oh, I'm richer than I ever dreamed
I have your love, every night you sleep next to me
But I'm afraid every day still to come
There is no banger heart than mine
I'm not even really look at your case
Even though there is not a girl as beautiful as you
Look at those men leering at you all together
There is no banger heart than mine

[Pre-Chorus]
I want your love in black and white
I want more certainty than this
Cause you're my jealous possession

[Chorus]
There is no banger heart, no heart more frightened than mine
'T can not go otherwise it will still against me
Then grab you, saying, ""Have it your way - right now it's over!""
No banger heart than mine
Bang, bang heart, bang, bang heart

[Verse 2]
I you rather than my own dear life
I love to eat, drink as much as you
There is only one thing I do not really have in hand
There is no banger heart than mine

[Pre-Chorus]
I want your love in black and white
I want more certainty than this
Cause you're my jealous possession

[Chorus]
There is no banger heart, no heart more frightened than mine
'T can not go otherwise it will still against me
Then grab you, saying, ""Have it your way - right now it's over!""
No banger heart than mine
Bang, bang heart, bang, bang heart
Bang, bang heart, not fearful heart than mine
No banger heart than mine

[Verse 3]
But if you're scared or lonely
I am a different person instantly
I wrap my arms around you
And you can comfort like no
Comfort like no one!
There is no stronger heart, a stronger heart than mine
When you are low, I'm high enough for both
What do you want, I'm your man turns to me and everything
I can not, let 's just hit that frightened heart of me
There is no stronger heart, a stronger heart than mine
When you are low, I'm high enough for both
What do you want, I'm your man turns to me and everything
I can not, let 's just hit that frightened heart of me
There is no stronger heart, a stronger heart than mine
When you are low, I'm high enough for both
What do you want, I'm your man turns to me and everything
I can not, let 's just hit that frightened heart of me"
Rob de Nijs,Malle Babbe,,,"[Verse 1]
You froth off the streets
And follows the trail of thieves
With beggars and soldiers
Their hats in one ear
You raise your skirts
And smiles to every man
Those in the dark dares
What can not daytime

[Pre-Hook]
And at night
The pubs here
Is your name in the round
When foaming beer blond

[Verse 2]
I know them one by one
The men of decency
I will never forget them
As you do it
How often do you have such a head
Drunk, stupid and horny
Not printed on your chest
Your body is wet from its drool

[Pre-Hook]
And at night
The pubs here
Is your name in the round
When foaming beer blond

[Chorus]
Malle Babbe bowl
Malle Babbe come here
Nice piece, silly girl
Tasty animal fun
Malle Babbe around
Malle Babbe is blond
A kiss on the mouth
Malle Babbe, your fine ass

[Verse 3]
And Sundays in church
Then there is such a gentleman
Stiff as a wooden plank
With nails in his head
To look at his bank
A black linen suit
In order to be wicked body
Afraid of the Devil
And afraid of bitch
And saving a penny
In doing the pouch
He redeems his soul again
And decency
And you should back
In the dark somewhere stand
As it should
But even then the day
They ring the bell
You wear white flowers
And ribbons to your skirt
When we together
Arm in arm go church
What will they look
I always think

[Pre-Hook]
And at night
The pubs here
Is your name in the round
When foaming beer blond

[Chorus]
Malle Babbe bowl
Malle Babbe come here
Nice piece, silly girl
Tasty animal fun
Malle Babbe around
Malle Babbe is blond
A kiss on the mouth
Malle Babbe, your fine ass"
Maaike Ouboter,Dat Ik Je Mis,,,"[Verse 1]
You kiss me, you soothes me
Embracing me, comforting me
You catch me, wants me
Infinite ontbangt me
You call me, you hear me
You save and upsets me
Believe me, rob me
Suffocated and stun me
You live and breathe me
Trembles and shakes me
Trust me, sees me
As a human being and keeps me
Bozige of dreams
Those coming days
Lone questions
End of happiness

[Verse 2]
With your curls as night
How do you talk how you smile
How do you vote so close
If an angel mitigated
flowing in my dreams
infinite emptiness
You inhibits me, you tame me
You stirs and moves me
I miss you, I miss you
I grab you, you I gris
I want you, do you play
I commend you and stir
To stay with me
In dark nights
In order not to languish
To you

[Verse 3]
Let me go
I now only
And hold me when needed
In my mind and I'm looking for you
In everything around me
But I think sometimes
That it is so better
I can not help it
I sometimes miss

[Verse 4]
Oh I choke you, froze you
Deliver and lost your
Way to another place
But I hear you
Embrace you, warm you
I see and I feel
I caress you, I caress you
I hug and cuddle you
You drive me understand me
Confuses and misleads me
It scares me sometimes
What I your body now
My smile my tears
My love, my experience
I'm sorry about everything
Come and help me free
And let me go
I can only
But hold me when needed
In my mind and I find you
In everything around me
But I think sometimes
That it is so better
I can not help it
I sometimes miss

[Outro]
I kiss you, I croon
I doof and I quench your
You stay close to me
But in my head calm your"
BLØF,Harder Dan Ik Hebben Kan,,,"[Verse 1]
You showers stain
On my snow white humor
""I pray my hands on your hips
But my head is at the door
They say you get used to
I've tried it
But how 't even turn or time
My house does not protect more

[Chorus]
It's raining harder than I can
Harder than I can drink
It's raining more heavily than the ground
Harder than I can handle

[Verse 2]
You are the rain clouds
On my blue mood
I got my hands on your hips
But my head is at the door
Your eyes are gray
Deny any color
It's like nobody lives here
As if nothing happens

[Chorus]
It's raining harder than I can
Harder than I can drink
It's raining more heavily than the ground
Harder than I can handle

[Verse 3]
Your tempers are too dark
For my blue mood
For my head is in the clouds
And my hand already on the door

[Chorus]
Harder than I can handle
Harder than I can drink
It's raining more heavily than the ground
Harder than I can handle

It's raining harder than I can
Harder than I can drink
It's raining more heavily than the ground
Harder than I can handle"
BLØF,Wat Zou Je Doen,,,"What would you do if I suddenly stood here for you
What would you do if I was here for you on the ground
What would you do, if I did
What would you do, as I took my hands in your face again
What would you do if I came close to yours with my mouth
What would you do if I did (Well?)
Would you laugh, you would scold
Would you say I'm an asshole
Would you cry, you would swear
Would you say you do not know me anymore
Would you laugh, you would scold, grief
What would you say if I told you about all this time
What would you say if I said I have all this time really no regrets
What would you say, what would you do, if I did
Would you laugh, you would scold
Would you say I'm an asshole
Would you cry, you would swear
Would you say you do not know me anymore
Would you laugh, you would scold, grief
What would you do if I suddenly stood here for you
What would you do if I was here for you on the ground
What would you do, if I did
Would you laugh, you would scold
Would you say I'm an asshole
Would you cry, you would swear
Would you say you do not know me anymore
Would you laugh, you would scold, grief
(Whooo-hoo-hoooow)
You might laugh, you might scold
You could say I'm an asshole
You might cry, you would swear
You might say you do not know me anymore
You might laugh, you might scold, grief
What would you do"
De Dijk,Als Ze Er Niet is,,,"Ten to one I keep my mouth
If I see you again
I know myself as negotiated
I'm not a talker
How was it here
Will ask
And I will say
Good
But I tell you what I think now
That I should really say

A man does not know what he's missing
Do not know what he's missing
Do not know what he's missing
A man does not know what he's missing
But if she is not there
If she is not there
Know a man until he misses

You talk endlessly about how it was
About how you've had
And maybe if I'm floating
Say sometime treasure
Then you ask me
How was it with you
At most, I say
Quiet
And I'm not saying you again what I think now
I can finally say would

A man does not know what he's missing
Do not know what he's missing
Do not know what he's missing
A man does not know what he's missing
But if she is not there
If she is not there

Only now you're not here
Now I feel it in me
Now you do not hear me
I feel it word for word
Preface

A man does not know what he's missing
Do not know what he's missing
Do not know what he's missing
A man does not know what he's missing
But if she is not there
If she is not there
Know a man until he misses"
De Poema's,Houten Hart,,,"[Verse 1]
My heart is not made of stone
A case of pure wood
It was the best I could find
Then someone went away with the gold
My heart is the hardest wood
But it still bends as it should
But not too far and easy
I'm not really sure what it does

[Chorus]
This is my heart
My wooden heart
The ladies you have already weighted
So do love
It will not hurt
And not steal seems worthwhile

[Verse 2]
You may well run
Then it does not hurt so much
As when I had the original yet
Gold, gold but small
This heart, I bought it only
Knowingly used
You still do not buy gold
Even if you had the chance

[Chorus]
This is my heart
My wooden heart
The ladies you have already weighted
So do love
It will not hurt
This is my heart
My wooden heart
The ladies you have already weighted
So do love
It will not hurt
And not steal seems worthwhile

[Bridge]
The advantage of a wooden heart
You are careful with fire
The splinters to others
There does not lock and is not expensive
My wooden heart
My wooden heart

[Chorus]
This is my heart
My wooden heart
The ladies you have already weighted
So do love
It will not hurt
This is my heart
My wooden heart
The ladies you have already weighted
So do love
It will not hurt

[Outro]
This is my heart
My wooden heart
This is my heart
My wooden heart
This is my heart
My wooden heart
This is my heart
My wooden heart"
De Poema's,Zij Maakt Het Verschil,,,"She is no cure for the ticking of the clock
No hope, no guide
No port in the night
No spring in the desert
If you are going to destroy the thirst
Not the smile on your worst joke

She is not hitrefrein
That the scaffolding sounds
Not the most expensive wine
You drink without a hangover
No flower in bloom
Not one in a thousand nights
No outstretched hand
Not the end of all my waiting

No, even more that I really would like to admit
It makes the difference

She's not lame excuse for what I'd like to be
Not a dream, not a goal
No stick to beat them to
No guarantee of a long happy life
She does not answer the question of our existence
Not the most beautiful symphony under the film called the two of us
Not the clean cool bed that can take away my fevers

Not the beat of my heart
Not the cleanest conscience
They did not come at the right time
And it does not matter to me
Because even more than I really would like to admit
It makes the difference

Between everything I had, and how it suddenly went live
What is sketched with pencil
Colors can be subscribed
Between never anything going on and a lot to do
Between never and maybe rarely
Between me and us

So many singers, many words
And it has all been said
But what they try
No comparison is justified
Maybe it's something simple
But all I want to hear
It makes the difference
It makes the difference

Because she is not a conversation that no dog is waiting
Not the flag under which I struggle
No advice for all my complaints
Not the last way in which we have long no longer thought
But even more than I really would like to admit
It makes the difference
It makes the difference"
De Poema's,Zitten voor de blues,,,"I already know what's coming
And my God, what is it hard
It's really unstoppable
Sand in my heart
Tonight I sit
And do all the wrong things
Drink me all to pieces
To sing the blues

It seems to mostly as doing well
It seems to usually after intoxication
At each beginning of every success
Scours the sand of old blues
It's too big a sum
Of pain over months
Much too long walked
Too long and only

So I'm going
Sitting for the blues
Sand in my heart
I must die, but not die
Twice as hard
Sand in my heart

And then I'm going to sit again
And then I'm going to make it
With lots of booze and dead pictures
And just bad singing songs
And drink but for those tears
Which for too long have waited
I need to drown the pain
It's now or never tonight

So I'm going
Sitting for the blues
Sand in my heart
I must die, but not die
Twice as hard
Sand in my heart"
Acda & de Munnik,Niet of nooit geweest,,,"I see two people on the beach
Close to the water, hand in hand
The sun sinks, they speak of happiness
I know its just because it's you
She smiles at him, he looks like me
But you can not, because I make every piece
I can still never be that guy?
That peace, that love, not for me
But why does it seem so familiar?
I love you, as you can see
But something's wrong here, something not
I wear a ring, but ... ""I never married you ...
I'm not myself
Or all those years never
I'm the pacemaker at the wrong party
I'm not myself or never
I'm not myself or never
I see two people, they stand
She turns around, we have to go
Look into my eyes and see the same pain
Two people already connected
All that love, what a sin
We are both just do not want to be
I'm not myself
Or all those years never
I'm using the wrong
is reading
I'm not myself or never
I'm not myself or never
Oh, let it be the sun (let it be the sun)
Oh, let it be the beach
Let the sea
Let me do something now
So you never want to see me
O, let it be the salt is (let it be the salt)
Let it be my dumbest mistake
But never let me forget it
Never forget again
Let me never forget this, moreover
I myself am not sure all those years never
I myself am not sure all those years never
I'm not myself or never
I'm not myself or never
I am not or have never been myself. (I'm not myself, if ever, been all these years)
I'm not never been myself. (I'm not myself, if ever, been all these years)"
Acda & de Munnik,Waar was je dan,,,"Where were you? by Acda and De Munnik
Where were you
When I called you
You told later
It was with friends in town
D'There was some
A party and there would you have been
What did you do
When you heard me
I bothered
In your butterfly in the night game
You said quietly: ""Do not, sleep now '
And a kiss
And I know I will not claim
No problems would make
If it was difficult
And I know I would let
You would never leave me
Never
But it was difficult
So was difficult
Who the hell ever expected
But where you were then
When I waited for your anticipated in my bed
I had put the alarm clock
Because you would surely come
But what took you so long
What took you so long
What took you so long
I'm going to play here
And I wait
And you laugh but
Everything good
Everything good
I'm here
I'm still with you
And we make love
Everything good
But where were you
When I kissed you
You jaded eyes
Your sweaty cheeks kissed softly
I do not know what you thought
But what I do now
And I can not much longer
Love sweet love
Where are you (3x)
Where, where are you
Where are you then
True"
Racoon,Het is al laat toch,,,"[Verse 1]
What an idea, a plan, oh fuck man
Why am I so nervous
Go inside, go sit down and have a drink then
Maybe she thinks you like
And you know her, so together and you can laugh a little there
There is always a choice
She looks at you
The atmosphere is suddenly so serious

[Chorus]
It's getting late anyway
It's getting late anyway
What we do here
It's getting late anyway
It's getting late anyway
Do you want beer yet
Come let's go to my house

[Verse 2]
I do not know, it was so beautiful, not normal anymore, all
What time can still easily break
The whole life of the shovel, looking for a dream story
And I look, and feel bad
I lost it, or did I leave anything lying somewhere over
Tell me anywhere
We grow as far as you can call it that
We grow apart

[Chorus]
It's getting late anyway
It's getting late anyway
What we do here
It's getting late anyway
It's getting late anyway
You stay here
I'm already home

[Bridge]
Now the door is closed cases
Your presence disappears
Is my world just smaller
Soul only by stubbornness
What we forget the rebuke
The grind of many years
We complain that we piss
But in the same language

[Chorus]
It's getting late anyway
It's getting late anyway
What we do here
Come let's go to my house

[Chorus]
It's getting late anyway
It's getting late anyway
What we do here
It's getting late anyway
It's getting late anyway
So drink your beer
And then we go to our home"
Racoon,Oceaan,,,"[Verse 1]
There is damn much to say
And lying more
Very uncover much dredging
Does all the digging yet another very
I'm a jerk, but I'm learning

[Chorus]
An ocean in order to flee
Never having to be jealous
Love to your heart airing
an ocean
How nice would it be

[Verse 2]
Was there something I wanted to
Before the well was running dry
Then it was long they will live
Family that I love so much
And for whom I die

[Bridge]
An ocean to shelter in
Never having to be alone more
I begged not to cry
Please
Life hunts no fear anymore
I have so far to crawl
The last part will also go
Until I stand

[Chorus]
An ocean in order to flee
Never having to be jealous
Love to your heart airing
an ocean
Just mine

[Outro]
An ocean to drown
A day or so to be a hero
Let the other person but now crawling
an ocean
Tears are mine
Just mine"
Boudewijn de Groot,Avond,,,"[Fresh]
Now you never have your coat more to attract
And hope that makes you light it
Leave out the storm but now raging in the dark
Because inside it is warm and bright and well
Hand in hand look outside where the rain falls
I see the fire of hope and doubt in your eyes
And I know your deepest fear

[Chorus]
Because you can not know for sure and everything passes
But I believe [5x]
In you and me

[Fresh]
And when you get up in the morning I'm with you
And maybe I've put tea
And when the sun is shining outside we walk through the dunes
And if it rains we t'rug in bed
Hours slowly waking up, floating through time
I see the light through the curtains
And I know, it does not guarantee past

[Chorus]
Because you can not know for sure and everything passes
But I believe [5x]
In you and me
I believe [5x]
In you and me

[Fresh]
I turn off the lights and the room is dark now
A streetlight outside gives some light
And the things in the room are friends who go to sleep
The chairs await 't breakfast
And tomorrow I wake up to the smell of bread and honey
The luster of golden sunlight in your hair
And the things in the room, I tell them goodnight
Tonight we go to sleep and tomorrow we'll see
But things in the room were lifeless things, without you

[Chorus]
Because you can not know for sure and everything passes
But I believe [5x]
In you and me
I believe [5x]
In you and me
Because you can not know for sure and everything passes
But I believe [5x]
In you and me
I believe [5x]
In you and me"
Boudewijn de Groot,De vlinder,,,"So to die on the water with your wings of paper
Just float, after flying in the clouds drift here
With your colors fade
Without search without asking
At last forever rest
And the flowers that you kissed
Gleuren you knew
Everything you can now forget
On the water you cradle back and forth
So to die on the water with your wings of paper

If a butterfly can still fly into the blue sky
If a butterfly always free and for life on the run
I want to die on the water
But that is a concern for later
I would now like butterfly flying
The flowers, flying blisters
But so high I can not come
So I fly only in my dreams
I'm always for life on the run
If a butterfly can still fly into the blue sky

For I thought life would be a butterfly
To fly very far away from all life and all pain
But I no longer affected by jealousy of a butterfly
If even butterflies to die I will not spoil my joy
I can live without flying
What I would give even more
To a butterfly is drowned in me
I need to live more truly to be a butterfly"
Jan Smit,Ik zing dit lied voor jou alleen,,,"On 'told one day, my dear grandmother
They made his way quite alone
For her last journey
In one very beautiful paradise
She then said, dear boy
When I arrive there
Sing your song for you then me
Because I do not feel so alone
I sing this song for you alone
Bring white roses for you along
Oh dear grandmother, where 'k love
It's so lonely here without you
I sing this song for you again and again
And dry my tears every time
Oh dear grandmother, ""k love you
Yours, yours
stay with grandma at home with all my friends
What was it 's nice time
We played Scrabble and Yahtzee
And my grandmother always did it
And we sang the most beautiful songs
That grandmother knew of yore
But her beautiful voice is not anymore
I sing this song for you alone
Bring white roses for you along
Oh dear grandmother, where 'k love
It's so lonely here without you
I sing this song for you again and again
And dry my tears every time
Oh dear grandmother
'K love you
Yours, yours
Yours, yours"
Willy Sommers,Laat de zon in je hart,,,"A smile, a greeting, a happy face
A bird soaring into the light
Oh it seems so ordinary but it's a miracle
A child smiling and waving at you
A cyclist who turns the corner
Oh it seems so ordinary but it's a miracle
Life goes by so fast
That money for you but for me ...

Oh let the sun in your heart
They still shines for everyone
Enjoy life
Because it takes anyway here
Oh ate the sun in your heart
They still shines for everyone
Enjoy life
Because it takes anyway here

The beach, the sea, the full moon
The sky where the stars are
Oh it seems so ordinary but it's a miracle
And you sometimes benevolent
Remember the smile of a child
Yeah that makes jeweer happy so that makes you happy again
Life goes by so fast
That money for you but for me ...

Oh let the sun in your heart
They still shines for everyone
Enjoy life
Because it takes anyway here
Oh ate the sun in your heart
They still shines for everyone
Enjoy life
Because it takes anyway here

Are not you happy you sometimes sadness
Think of the sun and sing this song

Oh let the sun in your heart
They still shines for everyone
Enjoy life
Because it takes anyway here
Oh ate the sun in your heart
They still shines for everyone
Enjoy life
Because it takes anyway here"
Danny de Munk,Ik Voel Me Zo Verdomd Alleen,,,"Still get all the kelere
Fall for my part all dead
I do not want to learn good boy
I end anyway in the gutter
Children do not play with me
They call me rat and point me after
The only one that I care
That never, that's my dad

My mother can not bear me
I never do anything for her well
To love I do not even ask
Swearing is everything she does
No wonder my dad is going to sail
I could not count, I'm too small
I need to get myself
Until he will ever be back

CHORUS:
I wish I had someone to love
Two soft arms around me
Which would always protect me
I feel so damned alone

Maybe if fathers ship is
As he returns from the sea
Says ""he's still es: listen Cis
Why do not you go with me?
Yet I am still just a kid
Can not alone
Maybe I'll ever find happiness
But how, that's a big problem

CHORUS
I wish I had someone to love
Two soft arms around me
Which would always protect me
I feel so damned alone

Which would always protect me
I feel so damned alone"
Gordon,Kon ik maar even bij je zijn,,,"One thing I want from you that you are what I am
And you will become my wife when I look at you it is ff
So stuffy so hey lady what are you doing
One thing I want from you that you are what I am
And you will become my wife when I look at you it is ff
So stuffy so hey lady what are you doing
Felt it since the day I saw you this feeling I
Never had before
Nobody else gets me where you hit me so
Darling stay with me I'll never let you go
You are the woman I see for anyone else stand
No woman as dope as they
Take it from me, but to
I love side by side
Oooh..waar this come
Never ever I was so happy
No I will not let you go
Things you do the way you look
When I'm here with you, I definitely want you to stay
So you have some time and take it easy on
A life with you is paradise for me, so ...
Ff peace do your thing for me
Your job and school now but soon it on
Move your body and stay
Do not be so stiff
Honey foxdrox swing for me
But you do know I'm a weird kid
I go with 1 2 3 4 girls yet
Continue scraping until I come into you
And then within a week with a new bowl
Well, no, okay hey guess what ..,
I can play and not think?
You may be there and I want to know you learn
I do what I want, you will spoil the whole day
No I will not let you go
You are the woman for me
See anybody else stand
No woman as dope as they
Take it from me, but to
I love side by side
Oooh..waar this come
Never ever I was so happy
No I will not let you go
Your thing then settled into a film
Check your feeling for me to kiss your neck
And you take me cuttings
DVD 1 can relax one place and then we do ff crazy
For those who are soes floes
And prepared what you want to do
Have another drink do not thank
One for you and nothing to the hand
Why do you fancy baby
I intend barrel you?
Check here what so bingo blow
Down that ass I sit flow
So..
One thing I want from you
You are what I am and you are my wife
If I'm ff you are so scared
So kitty meow hee was come soon
(2x)
No I will not let you go
You are the woman for me
See anybody else stand
No woman as dope as they
Take it from me, but to
I love side by side
Oooh..waar this come
Never ever I was so happy
No I will not let you go
No I will not let you go
You are the woman for me
See anybody else stand
No woman as dope as they
Take it from me, but to
I love side by side
Oooh..waar this come
Never ever I was so happy
No I will not let you go
One thing I want from you
That je..1 thing thing thing I want from you
One thing thing thing I want from you
You are what I am and you are me wife
One thing I want from you
That je..1 thing thing thing I want from you
One thing thing thing I want from you
You are what I am and you are me wife
No I will not let you go
You are the woman for me
See anybody else stand
No woman as dope as they
Take it from me, but to
I love side by side
Oooh..waar this come
Never ever I was so happy
No I will not let you go
No I will not let you go
You are the woman for me
See anybody else stand
No woman as dope as they
Take it from me, but to
I love side by side
Oooh..waar this come
Never ever I was so happy
No I will not let you go
One thing I want from you that you are what I am
And you will become my wife when I look at you it is ff
So stuffy so hey lady what are you doing
One thing I want from you that you are what I am
And you will become my wife when I look at you it is ff
So stuffy so hey lady what are you doing"
Gordon,Als alles wat je zegt waar zou zijn,,,
Paul de Leeuw,Ik heb je lief,,,"K do not know if you're waiting
A friendly word from me
If I call you in mind
Makes me happy that many bits
'K feel it when I see you sitting
If I only smell
'T is in one hundred thousand butterflies
That sweet floating in my belly
'K love you my life
It's much more than love
It's like sitting in my blood
I can not live without you
Your beautiful eyes make me melt
Put me so ablaze
I feel it just in your sight
I get it Rotterdam
'K love you,' k love you, 'k love you
What should I do without you
'T be four tiny words
And if it makes you a little scared
'K love you, four seasons long
'K feel it very often when you rise
Or after a summer storm
I'm all week at the thought
You're walking in my favorite sweater
It's my hand that you suddenly grabs
If I dollig bike next to you
'T is also, which is now the mad
Even with nothing
'K love you,' k love you, 'k love you
What should I do without you
'T be four tiny words
And if it makes you a little scared
I love you, fourteen flower's long
I taste it during our kissing
Or if you suddenly laughs
I see it in shooting stars
After vigorous intercourse in the night
'T is the tingling in that breeze
Does your all to myself
I think when I see you like walking
God, there is an angel over
'K love you, I love you, I love you
What should I do without you
'T be four tiny words
And if it makes you a little scared
I love you, a thousand and one nights long
One of my most beautiful dreams
Is grow old with his two
But that may come from
I love you even after retirement
I love you
What should I do without you
'T be four tiny words
And if it makes you a little scared
I love you, four hundred Christmas trees tall
I love you, 'k love you
My whole life long"
Marco Borsato,Waarom nou jij,,,"If someone left me
One swallow and move again
Even tossing and just get up again
It reminded me much

But to you I'm sad
Without you terribly void
Your voice remains in my head
Me no moment alone late

And there are people who laugh
And there are people dancing
And that there are people who intimately kissing
I can no longer understand

I only feel the pain of God, where is she? '
I only feel the pain of yours here with me miss
And I can not handle it
I really can not handle it

And I would like to beg
You on my knees to beg
If I knew it still had meaning
But the days, weeks and weeks to years

This fight I can not win
Because you sit too deep inside
Well why you, why you now?
Why you?

Why are you here in my life?
Why are you doing not go?
Why do you wish me to give anything more?
Why are you leaving without reason?

I hold you in my mind
I see how you laughed at me
I miss your lips on mine
An image that will never disappear
Your hand no longer mine

So I count the empty long days
Those without passing you
With no hope for tomorrow
No hope whatever

But you
You sometimes think of me?
Am I a bit with you?

'K Just count the long days
'K Just count the empty long days
But I do not want to
I do not want anymore

If someone left me
One swallow and move again
Even tossing and just get up again
It reminded me much

But to you I'm sad
Without you terribly void
Your voice remains in my head
Me no moment alone late

And there are people who laugh
And there are people dancing
And that there are people who intimately kissing
I can no longer understand

I only feel the pain of God, where is she? '
I only feel the pain of yours here with me miss
And I can not handle it
I really can not handle it

Nanana ..."
Borsato,Afscheid nemen bestaat niet,,,"[Lyrics from ""Goodbye Is Not""]

[Verse 1]
Saying goodbye does not exist
I'll go away, but will not leave you
My dear, you must believe me, if it hurts
I want you to let me go
And tomorrow you go again
But if you're lonely or scared
I'll be there

[Chorus]
Come as the wind and feel the rain
Follow what you do when the light of the moon
Find me in everything you come to me
Whisper my name and I will be

[Verse 2]
See what is invisible, what you believe is true
Open your eyes and I'll be with you
All you have to do is believe me on my word
Saying goodbye does not exist

[Chorus]
Come as the wind and feel the rain
Follow what you do when the light of the moon
Find me in everything you come to me
Whisper my name and I will be

[Bridge]
Look at the sky, look at the sea
Where you will walk, yes, I'll walk with you
Each step every moment,
Where you go
Ey-yeah-yeah-yeah
Whatever you do, wherever you go
If you need me, just whisper my name
And here I come

[Outro]
Saying goodbye does not exist"
Volumia!,Hou Me Vast,,,"Nobody knows why the day is night again
Nobody knows why the sun still shines
Nobody knows why the chilly winds still blow it
But I know that I love you

Nobody knows why falling stars
Nobody knows why death follows us
No one knows why people sleep in the cold
But I know that I love you

Hold me, put my head on your shoulder sweet
Hold me, caress me gently through my hair
Hold me, sometimes it's all too briefly
And be with you, is all I want

No one knows why some lucky blows away
No one knows why a flower wilts
Nobody knows why you're the only one I trust
But I know that I love you

Hold me, put my head on your shoulder sweet
Hold me, caress me gently through my hair
Hold me, sometimes it's all too briefly
And be with you is all I want

Ask me anything, tell me nothing, save your arms around me
Do not talk to me, hold me tight
Words still fail as I pour out my heart to you
Do not talk to me, hold me tight

Hold me, put my head on your shoulder sweet
Hold me, caress me gently through my hair
Hold me, sometimes it's all too briefly
And be with you is all I want"
